,Country/Region,Days_since_start,iso_alpha,Confirmed,Deaths,Recovered,Suspected,Population,Rate,Death Rate
2504,Eswatini,53,SWZ,1,0,0,0.0,1160.164,67,0
2505,Ethiopia,53,ETH,1,0,0,0.0,114963.583,21,0
2506,Faeroe Islands,53,FRO,10,0,0,0.0,48.865,122,0
2507,Finland,53,FIN,225,0,10,0.0,5540.718,106,0
2508,France,53,FRA,4469,91,12,0.0,65273.512,111,72
2509,French Guiana,53,GUF,7,0,0,0.0,298.682,100,0
2510,French Polynesia,53,PYF,3,0,0,0.0,280.904,92,0
2511,Gabon,53,GAB,1,0,0,0.0,2225.728,61,0
2512,Georgia,53,GEO,30,0,0,0.0,3989.175,89,0
2513,Germany,53,DEU,4599,9,46,0.0,83783.945,109,46
2514,Ghana,53,GHA,2,0,0,0.0,31072.945,41,0
2515,Gibraltar,53,GIB,1,0,1,0.0,33.691,102,0
2516,Greece,53,GRC,228,3,8,0.0,10423.056,99,56
2517,Guadeloupe,53,GLP,3,0,0,0.0,400.127,89,0
2518,Guatemala,53,GTM,1,0,0,0.0,17915.567,40,0
2519,Guinea,53,GIN,1,0,0,0.0,13132.792,43,0
2520,Guyana,53,GUY,1,1,0,0.0,786.559,71,71
2521,Honduras,53,HND,3,0,0,0.0,9904.608,57,0
2522,Hong Kong,53,HKG,142,4,81,0.0,7496.988,98,62
2523,Hungary,53,HUN,30,0,1,0.0,9660.35,80,0
2524,Iceland,53,ISL,161,0,0,0.0,341.25,130,0
2525,India,53,IND,100,2,10,0.0,1380004.385,42,3
2526,Indonesia,53,IDN,96,5,8,0.0,273523.621,58,29
2527,Iran,53,IRN,12729,611,4339,0.0,83992.953,119,88
2528,Iraq,53,IRQ,110,10,26,0.0,40222.503,79,55
2529,Ireland,53,IRL,129,2,0,0.0,4937.796,101,60
2530,Israel,53,ISR,193,0,4,0.0,8655.541,100,0
2531,Italy,53,ITA,21157,1441,1966,0.0,60461.828,127,100
2532,Ivory Coast,53,CIV,2,0,0,0.0,26378.275,43,0
2533,Jamaica,53,JAM,8,0,0,0.0,2961.161,79,0
2534,Japan,53,JPN,1500,29,600,0.0,126476.458,93,54
2535,Jordan,53,JOR,1,0,1,0.0,10203.14,45,0
2536,Kazakhstan,53,KAZ,6,0,0,0.0,18776.707,57,0
2537,Kenya,53,KEN,1,0,0,0.0,53771.3,29,0
2538,Kuwait,53,KWT,104,0,7,0.0,4270.563,101,0
2539,Latvia,53,LVA,26,0,1,0.0,1886.202,95,0
2540,Lebanon,53,LBN,93,3,1,0.0,6825.442,95,60
2541,Liechtenstein,53,LIE,4,0,0,0.0,38.137,115,0
2542,Lithuania,53,LTU,9,0,1,0.0,2722.291,81,0
2543,Luxembourg,53,LUX,51,1,0,0.0,625.976,113,73
2544,Macau,53,MAC,10,0,10,0.0,649.342,96,0
2545,Malaysia,53,MYS,238,0,35,0.0,32365.998,89,0
2546,Maldives,53,MDV,10,0,0,0.0,540.542,98,0
2547,Malta,53,MLT,18,0,1,0.0,441.539,106,0
2548,Martinique,53,MTQ,10,0,0,0.0,375.265,101,0
2549,Mauritania,53,MRT,1,0,0,0.0,4649.66,53,0
2550,Mayotte,53,MYT,1,0,0,0.0,272.813,82,0
2551,Mexico,53,MEX,26,0,4,0.0,128932.753,53,0
2552,Moldova,53,MDA,12,0,0,0.0,4033.963,79,0
2553,Monaco,53,MCO,2,0,0,0.0,39.244,108,0
2554,Mongolia,53,MNG,1,0,0,0.0,3278.292,57,0
2555,Morocco,53,MAR,18,1,1,0.0,36910.558,61,32
2556,Namibia,53,NAM,2,0,0,0.0,2540.916,66,0
2557,Nepal,53,NPL,1,0,1,0.0,29136.808,35,0
2558,Netherlands,53,NLD,959,12,2,0.0,17134.873,109,65
2559,New Zealand,53,NZL,8,0,0,0.0,4822.233,74,0
2560,Nigeria,53,NGA,2,0,1,0.0,206139.587,22,0
2561,North Macedonia,53,MKD,19,0,1,0.0,2083.38,91,0
2562,Norway,53,NOR,1109,3,1,0.0,5421.242,122,63
2563,Oman,53,OMN,19,0,9,0.0,5106.622,82,0
2564,Pakistan,53,PAK,33,0,2,0.0,220892.331,50,0
2565,Palestine,53,PSE,38,0,0,0.0,5101.416,89,0
2566,Panama,53,PAN,43,1,0,0.0,4314.768,92,54
2567,Paraguay,53,PRY,7,0,0,0.0,7132.53,68,0
2568,Peru,53,PER,43,0,0,0.0,32971.846,71,0
2569,Philippines,53,PHL,111,8,2,0.0,109581.085,69,42
2570,Poland,53,POL,104,3,13,0.0,37846.605,79,43
2571,Portugal,53,PRT,169,0,2,0.0,10196.707,97,0
2572,Puerto Rico,53,PRI,4,0,0,0.0,2860.84,72,0
2573,Qatar,53,QAT,337,0,4,0.0,2881.06,116,0
2574,Reunion,53,REU,6,0,0,0.0,895.308,88,0
2575,Romania,53,ROU,123,0,9,0.0,19237.682,87,0
2576,Russia,53,RUS,59,0,8,0.0,145934.46,60,0
2577,Rwanda,53,RWA,1,0,0,0.0,12952.209,43,0
2578,Saint Lucia,53,LCA,1,0,0,0.0,183.629,86,0
2579,Saint Martin,53,MAF,2,0,0,0.0,,0,0
2580,San Marino,53,SMR,101,5,4,0.0,33.938,149,119
2581,Saudi Arabia,53,SAU,103,0,1,0.0,34813.867,79,0
2582,Senegal,53,SEN,24,0,2,0.0,16743.93,72,0
2583,Serbia,53,SRB,46,0,0,0.0,8737.37,85,0
2584,Seychelles,53,SYC,2,0,0,0.0,98.34,99,0
2585,Singapore,53,SGP,212,0,105,0.0,5850.343,104,0
2586,Slovakia,53,SVK,44,0,0,0.0,5459.643,89,0
2587,Slovenia,53,SVN,181,1,0,0.0,2078.932,113,61
2588,South Africa,53,ZAF,38,0,0,0.0,59308.69,64,0
2589,South Korea,53,KOR,8162,75,834,0.0,51269.183,119,72
2590,Spain,53,ESP,6391,196,517,0.0,46754.783,118,83
2591,Sri Lanka,53,LKA,10,0,1,0.0,21413.25,61,0
2592,St. Barth,53,BLM,1,0,0,0.0,,0,0
2593,St. Vincent Grenadines,53,VCT,1,0,0,0.0,110.947,91,0
2594,Sudan,53,SDN,1,1,0,0.0,43849.269,31,31
2595,Suriname,53,SUR,1,0,0,0.0,586.634,74,0
2596,Sweden,53,SWE,961,2,1,0.0,10099.27,114,52
2597,Switzerland,53,CHE,1375,13,4,0.0,8654.618,119,73
2598,Taiwan,53,TWN,53,1,20,0.0,23816.775,77,37
2599,Thailand,53,THA,82,1,35,0.0,69799.978,70,26
2600,Togo,53,TGO,1,0,0,0.0,8278.737,47,0
2601,Trinidad and Tobago,53,TTO,2,0,0,0.0,1399.491,72,0
2602,Tunisia,53,TUN,18,0,0,0.0,11818.618,73,0
2603,Turkey,53,TUR,6,0,0,0.0,84339.067,42,0
2604,U.S. Virgin Islands,53,VIR,1,0,0,0.0,104.423,91,0
2605,UK,53,GBR,1140,21,18,0.0,67886.004,97,57
2606,US,53,USA,2968,60,12,0.0,331002.647,91,51
2607,Ukraine,53,UKR,3,1,0,0.0,43733.759,42,31
2608,United Arab Emirates,53,ARE,85,0,20,0.0,9890.4,90,0
2609,Uruguay,53,URY,6,0,0,0.0,3473.727,74,0
2610,Vatican City,53,VAT,1,0,0,0.0,0.809,140,0
2611,Venezuela,53,VEN,2,0,0,0.0,28435.943,42,0
2612,Vietnam,53,VNM,53,0,16,0.0,97338.583,62,0
2613,Afghanistan,54,AFG,16,0,1,0.0,38928.341,60,0
2614,Albania,54,ALB,42,1,0,0.0,2877.8,95,58
2615,Algeria,54,DZA,54,4,10,0.0,43851.043,71,45
2616,Andorra,54,AND,5,0,0,0.0,77.265,110,0
2617,Antigua and Barbuda,54,ATG,1,0,0,0.0,97.928,92,0
2618,Argentina,54,ARG,56,2,3,0.0,45195.777,71,37
2619,Armenia,54,ARM,28,0,0,0.0,2963.234,91,0
2620,Aruba,54,ABW,2,0,0,0.0,106.766,98,0
2621,Australia,54,AUS,314,5,27,0.0,25499.881,94,52
2622,Austria,54,AUT,860,1,6,0.0,9006.4,114,47
2623,Azerbaijan,54,AZE,23,1,6,0.0,10139.175,77,45
2624,Bahamas,54,BHS,1,0,0,0.0,393.248,78,0
2625,Bahrain,54,BHR,214,0,77,0.0,1701.583,117,0
2626,Bangladesh,54,BGD,5,0,2,0.0,164689.383,34,0
2627,Belarus,54,BLR,27,0,3,0.0,9449.321,79,0
2628,Belgium,54,BEL,886,4,1,0.0,11589.616,112,58
2629,Bhutan,54,BTN,1,0,0,0.0,771.612,71,0
2630,Bolivia,54,BOL,10,0,0,0.0,11673.029,67,0
2631,Bosnia and Herzegovina,54,BIH,24,0,0,0.0,3280.815,88,0
2632,Brazil,54,BRA,200,0,2,0.0,212559.409,68,0
2633,Brunei,54,BRN,50,0,0,0.0,437.483,116,0
2634,Bulgaria,54,BGR,51,2,0,0.0,6948.445,89,56
2635,Burkina Faso,54,BFA,3,0,0,0.0,20903.278,49,0
2636,CAR,54,CAF,1,0,0,0.0,4829.764,53,0
2637,Cambodia,54,KHM,12,0,1,0.0,16718.971,65,0
2638,Cameroon,54,CMR,4,0,0,0.0,26545.864,50,0
2639,Canada,54,CAN,337,1,8,0.0,37742.157,90,32
2640,Cayman Islands,54,CYM,1,0,0,0.0,65.72,96,0
2641,Channel Islands,54,GGY,3,0,0,0.0,,0,0
2642,Chile,54,CHL,75,0,0,0.0,19116.209,82,0
2643,China,54,CHN,80858,3213,67749,0.0,1439323.774,109,77
2644,Colombia,54,COL,34,0,0,0.0,50882.884,65,0
2645,Congo,54,COG,1,0,0,0.0,5518.092,51,0
2646,Costa Rica,54,CRI,35,0,0,0.0,5094.114,88,0
2647,Croatia,54,HRV,49,0,2,0.0,4105.268,93,0
2648,Cuba,54,CUB,4,0,0,0.0,11326.616,58,0
2649,Curacao,54,CUW,2,0,0,0.0,,0,0
2650,Cyprus,54,CYP,33,0,0,0.0,1207.361,102,0
2651,Czechia,54,CZE,293,0,0,0.0,10708.982,102,0
2652,DRC,54,COD,2,0,0,0.0,89561.404,31,0
2653,Denmark,54,DNK,864,2,1,0.0,5792.203,119,58
2654,Dominican Republic,54,DOM,11,0,0,0.0,10847.904,69,0
2655,Ecuador,54,ECU,37,2,0,0.0,17643.06,76,47
2656,Egypt,54,EGY,126,2,32,0.0,102334.403,71,29
2657,Equatorial Guinea,54,GNQ,1,0,0,0.0,1402.985,65,0
2658,Estonia,54,EST,171,0,1,0.0,1326.539,117,0
2659,Eswatini,54,SWZ,1,0,0,0.0,1160.164,67,0
2660,Ethiopia,54,ETH,4,0,0,0.0,114963.583,35,0
2661,Faeroe Islands,54,FRO,11,0,0,0.0,48.865,123,0
2662,Finland,54,FIN,244,0,10,0.0,5540.718,106,0
2663,France,54,FRA,5423,127,12,0.0,65273.512,113,75
2664,French Guiana,54,GUF,7,0,0,0.0,298.682,100,0
2665,French Polynesia,54,PYF,3,0,0,0.0,280.904,92,0
2666,Gabon,54,GAB,1,0,0,0.0,2225.728,61,0
2667,Georgia,54,GEO,33,0,1,0.0,3989.175,90,0
2668,Germany,54,DEU,5813,13,46,0.0,83783.945,111,50
2669,Ghana,54,GHA,6,0,0,0.0,31072.945,52,0
2670,Gibraltar,54,GIB,1,0,1,0.0,33.691,102,0
2671,Greece,54,GRC,331,4,8,0.0,10423.056,103,59
2672,Guadeloupe,54,GLP,5,0,0,0.0,400.127,94,0
2673,Guatemala,54,GTM,1,1,0,0.0,17915.567,40,40
2674,Guinea,54,GIN,1,0,0,0.0,13132.792,43,0
2675,Guyana,54,GUY,4,1,0,0.0,786.559,85,71
2676,Honduras,54,HND,3,0,0,0.0,9904.608,57,0
2677,Hong Kong,54,HKG,149,4,81,0.0,7496.988,98,62
2678,Hungary,54,HUN,32,1,1,0.0,9660.35,81,46
2679,Iceland,54,ISL,180,0,0,0.0,341.25,131,0
2680,India,54,IND,114,2,13,0.0,1380004.385,44,3
2681,Indonesia,54,IDN,117,5,8,0.0,273523.621,60,29
2682,Iran,54,IRN,13938,724,4590,0.0,83992.953,120,90
2683,Iraq,54,IRQ,124,10,26,0.0,40222.503,80,55
2684,Ireland,54,IRL,170,2,1,0.0,4937.796,104,60
2685,Israel,54,ISR,213,0,4,0.0,8655.541,101,0
2686,Italy,54,ITA,24747,1809,2335,0.0,60461.828,129,103
2687,Ivory Coast,54,CIV,4,0,0,0.0,26378.275,50,0
2688,Jamaica,54,JAM,10,0,2,0.0,2961.161,81,0
2689,Japan,54,JPN,1535,31,600,0.0,126476.458,94,55
2690,Jordan,54,JOR,12,0,1,0.0,10203.14,70,0
2691,Kazakhstan,54,KAZ,9,0,0,0.0,18776.707,61,0
2692,Kenya,54,KEN,3,0,0,0.0,53771.3,40,0
2693,Kuwait,54,KWT,112,0,9,0.0,4270.563,101,0
2694,Latvia,54,LVA,30,0,1,0.0,1886.202,96,0
2695,Lebanon,54,LBN,110,3,1,0.0,6825.442,96,60
2696,Liechtenstein,54,LIE,7,0,0,0.0,38.137,121,0
2697,Lithuania,54,LTU,14,0,1,0.0,2722.291,85,0
2698,Luxembourg,54,LUX,77,1,0,0.0,625.976,117,73
2699,Macau,54,MAC,11,0,10,0.0,649.342,97,0
2700,Malaysia,54,MYS,428,0,42,0.0,32365.998,94,0
2701,Maldives,54,MDV,13,0,0,0.0,540.542,100,0
2702,Malta,54,MLT,21,0,2,0.0,441.539,107,0
2703,Martinique,54,MTQ,10,0,0,0.0,375.265,101,0
2704,Mauritania,54,MRT,1,0,0,0.0,4649.66,53,0
2705,Mayotte,54,MYT,1,0,0,0.0,272.813,82,0
2706,Mexico,54,MEX,43,0,4,0.0,128932.753,58,0
2707,Moldova,54,MDA,23,0,0,0.0,4033.963,86,0
2708,Monaco,54,MCO,2,0,0,0.0,39.244,108,0
2709,Mongolia,54,MNG,1,0,0,0.0,3278.292,57,0
2710,Morocco,54,MAR,28,1,1,0.0,36910.558,66,32
2711,Namibia,54,NAM,2,0,0,0.0,2540.916,66,0
2712,Nepal,54,NPL,1,0,1,0.0,29136.808,35,0
2713,Netherlands,54,NLD,1135,20,2,0.0,17134.873,111,70
2714,New Zealand,54,NZL,8,0,0,0.0,4822.233,74,0
2715,Nigeria,54,NGA,2,0,1,0.0,206139.587,22,0
2716,North Macedonia,54,MKD,19,0,1,0.0,2083.38,91,0
2717,Norway,54,NOR,1256,3,1,0.0,5421.242,123,63
2718,Oman,54,OMN,22,0,9,0.0,5106.622,83,0
2719,Pakistan,54,PAK,53,0,2,0.0,220892.331,54,0
2720,Palestine,54,PSE,38,0,0,0.0,5101.416,89,0
2721,Panama,54,PAN,55,1,0,0.0,4314.768,94,54
2722,Paraguay,54,PRY,8,0,0,0.0,7132.53,70,0
2723,Peru,54,PER,71,0,0,0.0,32971.846,76,0
2724,Philippines,54,PHL,140,12,5,0.0,109581.085,71,46
2725,Poland,54,POL,125,3,13,0.0,37846.605,81,43
2726,Portugal,54,PRT,245,0,3,0.0,10196.707,100,0
2727,Qatar,54,QAT,401,0,4,0.0,2881.06,118,0
2728,Reunion,54,REU,7,0,0,0.0,895.308,89,0
2729,Romania,54,ROU,139,0,9,0.0,19237.682,88,0
2730,Russia,54,RUS,63,0,8,0.0,145934.46,60,0
2731,Rwanda,54,RWA,5,0,0,0.0,12952.209,59,0
2732,Saint Lucia,54,LCA,2,0,0,0.0,183.629,92,0
2733,Saint Martin,54,MAF,2,0,0,0.0,,0,0
2734,San Marino,54,SMR,109,7,4,0.0,33.938,149,122
2735,Saudi Arabia,54,SAU,118,0,3,0.0,34813.867,81,0
2736,Senegal,54,SEN,24,0,2,0.0,16743.93,72,0
2737,Serbia,54,SRB,48,0,1,0.0,8737.37,86,0
2738,Seychelles,54,SYC,3,0,0,0.0,98.34,103,0
2739,Singapore,54,SGP,226,0,105,0.0,5850.343,105,0
2740,Slovakia,54,SVK,61,0,0,0.0,5459.643,93,0
2741,Slovenia,54,SVN,219,1,0,0.0,2078.932,115,61
2742,South Africa,54,ZAF,61,0,0,0.0,59308.69,69,0
2743,South Korea,54,KOR,8236,75,1137,0.0,51269.183,119,72
2744,Spain,54,ESP,7845,292,517,0.0,46754.783,120,87
2745,Sri Lanka,54,LKA,18,0,1,0.0,21413.25,67,0
2746,St. Barth,54,BLM,1,0,0,0.0,,0,0
2747,St. Vincent Grenadines,54,VCT,1,0,0,0.0,110.947,91,0
2748,Sudan,54,SDN,1,1,0,0.0,43849.269,31,31
2749,Suriname,54,SUR,1,0,0,0.0,586.634,74,0
2750,Sweden,54,SWE,1040,3,1,0.0,10099.27,115,56
2751,Switzerland,54,CHE,2217,14,4,0.0,8654.618,124,73
2752,Taiwan,54,TWN,59,1,20,0.0,23816.775,78,37
2753,Thailand,54,THA,114,1,35,0.0,69799.978,73,26
2754,Togo,54,TGO,1,0,0,0.0,8278.737,47,0
2755,Trinidad and Tobago,54,TTO,2,0,0,0.0,1399.491,72,0
2756,Tunisia,54,TUN,20,0,0,0.0,11818.618,74,0
2757,Turkey,54,TUR,18,0,0,0.0,84339.067,53,0
2758,UK,54,GBR,1391,35,20,0.0,67886.004,99,62
2759,US,54,USA,3801,69,12,0.0,331002.647,93,53
2760,Ukraine,54,UKR,3,1,0,0.0,43733.759,42,31
2761,United Arab Emirates,54,ARE,98,0,23,0.0,9890.4,92,0
2762,Uruguay,54,URY,6,0,0,0.0,3473.727,74,0
2763,Uzbekistan,54,UZB,4,0,0,0.0,33469.199,47,0
2764,Vatican City,54,VAT,1,0,0,0.0,0.809,140,0
2765,Venezuela,54,VEN,17,0,0,0.0,28435.943,63,0
2766,Vietnam,54,VNM,57,0,16,0.0,97338.583,63,0
2767,Afghanistan,55,AFG,21,0,1,0.0,38928.341,62,0
2768,Albania,55,ALB,51,1,0,0.0,2877.8,97,58
2769,Algeria,55,DZA,60,4,10,0.0,43851.043,72,45
2770,Andorra,55,AND,14,0,0,0.0,77.265,121,0
2771,Antigua and Barbuda,55,ATG,1,0,0,0.0,97.928,92,0
2772,Argentina,55,ARG,65,2,3,0.0,45195.777,72,37
2773,Armenia,55,ARM,52,0,1,0.0,2963.234,97,0
2774,Aruba,55,ABW,2,0,0,0.0,106.766,98,0
2775,Australia,55,AUS,447,5,27,0.0,25499.881,97,52
2776,Austria,55,AUT,1018,3,8,0.0,9006.4,116,58
2777,Azerbaijan,55,AZE,25,1,6,0.0,10139.175,78,45
2778,Bahamas,55,BHS,1,0,0,0.0,393.248,78,0
2779,Bahrain,55,BHR,228,1,81,0.0,1701.583,118,63
2780,Bangladesh,55,BGD,8,0,3,0.0,164689.383,38,0
2781,Belarus,55,BLR,36,0,3,0.0,9449.321,82,0
2782,Belgium,55,BEL,1058,10,1,0.0,11589.616,114,67
2783,Benin,55,BEN,1,0,0,0.0,12123.198,44,0
2784,Bhutan,55,BTN,1,0,0,0.0,771.612,71,0
2785,Bolivia,55,BOL,11,0,0,0.0,11673.029,68,0
2786,Bosnia and Herzegovina,55,BIH,25,0,2,0.0,3280.815,89,0
2787,Brazil,55,BRA,234,0,2,0.0,212559.409,70,0
2788,Brunei,55,BRN,54,0,0,0.0,437.483,117,0
2789,Bulgaria,55,BGR,62,2,0,0.0,6948.445,90,56
2790,Burkina Faso,55,BFA,15,0,0,0.0,20903.278,65,0
2791,CAR,55,CAF,1,0,0,0.0,4829.764,53,0
2792,Cambodia,55,KHM,12,0,1,0.0,16718.971,65,0
2793,Cameroon,55,CMR,5,0,0,0.0,26545.864,52,0
2794,Canada,55,CAN,433,4,9,0.0,37742.157,93,46
2795,Cayman Islands,55,CYM,1,1,0,0.0,65.72,96,96
2796,Channel Islands,55,GGY,6,0,0,0.0,,0,0
2797,Chile,55,CHL,156,0,0,0.0,19116.209,90,0
2798,China,55,CHN,80869,3225,68665,0.0,1439323.774,109,77
2799,Colombia,55,COL,54,0,1,0.0,50882.884,69,0
2800,Congo,55,COG,1,0,0,0.0,5518.092,51,0
2801,Costa Rica,55,CRI,41,0,0,0.0,5094.114,89,0
2802,Croatia,55,HRV,57,0,3,0.0,4105.268,95,0
2803,Cuba,55,CUB,4,0,0,0.0,11326.616,58,0
2804,Curacao,55,CUW,2,0,0,0.0,,0,0
2805,Cyprus,55,CYP,46,0,0,0.0,1207.361,105,0
2806,Czechia,55,CZE,344,0,3,0.0,10708.982,103,0
2807,DRC,55,COD,3,0,0,0.0,89561.404,35,0
2808,Denmark,55,DNK,914,4,1,0.0,5792.203,119,65
2809,Dominican Republic,55,DOM,21,1,0,0.0,10847.904,75,45
2810,Ecuador,55,ECU,58,2,0,0.0,17643.06,80,47
2811,Egypt,55,EGY,166,4,32,0.0,102334.403,73,36
2812,Equatorial Guinea,55,GNQ,1,0,0,0.0,1402.985,65,0
2813,Estonia,55,EST,205,0,1,0.0,1326.539,119,0
2814,Eswatini,55,SWZ,1,0,0,0.0,1160.164,67,0
2815,Ethiopia,55,ETH,5,0,0,0.0,114963.583,37,0
2816,Faeroe Islands,55,FRO,18,0,0,0.0,48.865,128,0
2817,Finland,55,FIN,278,0,10,0.0,5540.718,108,0
2818,France,55,FRA,6633,148,12,0.0,65273.512,115,77
2819,French Guiana,55,GUF,11,0,0,0.0,298.682,105,0
2820,French Polynesia,55,PYF,3,0,0,0.0,280.904,92,0
2821,Gabon,55,GAB,1,0,0,0.0,2225.728,61,0
2822,Georgia,55,GEO,33,0,1,0.0,3989.175,90,0
2823,Germany,55,DEU,7272,17,67,0.0,83783.945,113,53
2824,Ghana,55,GHA,6,0,0,0.0,31072.945,52,0
2825,Gibraltar,55,GIB,3,0,1,0.0,33.691,113,0
2826,Greece,55,GRC,352,4,8,0.0,10423.056,104,59
2827,Greenland,55,GRL,1,0,0,0.0,56.772,97,0
2828,Guadeloupe,55,GLP,6,0,0,0.0,400.127,96,0
2829,Guam,55,GUM,3,0,0,0.0,168.783,97,0
2830,Guatemala,55,GTM,8,1,0,0.0,17915.567,61,40
2831,Guinea,55,GIN,1,0,0,0.0,13132.792,43,0
2832,Guyana,55,GUY,7,1,0,0.0,786.559,90,71
2833,Honduras,55,HND,6,0,0,0.0,9904.608,64,0
2834,Hong Kong,55,HKG,155,4,81,0.0,7496.988,99,62
2835,Hungary,55,HUN,39,1,2,0.0,9660.35,83,46
2836,Iceland,55,ISL,199,0,0,0.0,341.25,132,0
2837,India,55,IND,129,2,13,0.0,1380004.385,45,3
2838,Indonesia,55,IDN,134,5,8,0.0,273523.621,61,29
2839,Iran,55,IRN,14991,853,4996,0.0,83992.953,120,92
2840,Iraq,55,IRQ,133,10,32,0.0,40222.503,81,55
2841,Ireland,55,IRL,223,2,5,0.0,4937.796,107,60
2842,Israel,55,ISR,298,0,4,0.0,8655.541,104,0
2843,Italy,55,ITA,27980,2158,2749,0.0,60461.828,130,104
2844,Ivory Coast,55,CIV,4,0,0,0.0,26378.275,50,0
2845,Jamaica,55,JAM,15,0,2,0.0,2961.161,85,0
2846,Japan,55,JPN,1529,35,600,0.0,126476.458,94,56
2847,Jordan,55,JOR,29,0,1,0.0,10203.14,79,0
2848,Kazakhstan,55,KAZ,10,0,0,0.0,18776.707,62,0
2849,Kenya,55,KEN,3,0,0,0.0,53771.3,40,0
2850,Kuwait,55,KWT,123,0,9,0.0,4270.563,102,0
2851,Latvia,55,LVA,34,0,1,0.0,1886.202,97,0
2852,Lebanon,55,LBN,110,3,3,0.0,6825.442,96,60
2853,Liberia,55,LBR,1,0,0,0.0,5057.677,52,0
2854,Liechtenstein,55,LIE,7,0,0,0.0,38.137,121,0
2855,Lithuania,55,LTU,18,0,1,0.0,2722.291,87,0
2856,Luxembourg,55,LUX,81,1,0,0.0,625.976,117,73
2857,Macau,55,MAC,12,0,10,0.0,649.342,98,0
2858,Malaysia,55,MYS,566,0,42,0.0,32365.998,97,0
2859,Maldives,55,MDV,13,0,0,0.0,540.542,100,0
2860,Malta,55,MLT,30,0,2,0.0,441.539,111,0
2861,Martinique,55,MTQ,15,1,0,0.0,375.265,105,78
2862,Mauritania,55,MRT,1,0,0,0.0,4649.66,53,0
2863,Mayotte,55,MYT,1,0,0,0.0,272.813,82,0
2864,Mexico,55,MEX,53,0,4,0.0,128932.753,60,0
2865,Moldova,55,MDA,29,0,1,0.0,4033.963,88,0
2866,Monaco,55,MCO,9,0,0,0.0,39.244,123,0
2867,Mongolia,55,MNG,4,0,0,0.0,3278.292,71,0
2868,Morocco,55,MAR,38,1,1,0.0,36910.558,69,32
2869,Namibia,55,NAM,2,0,0,0.0,2540.916,66,0
2870,Nepal,55,NPL,1,0,1,0.0,29136.808,35,0
2871,Netherlands,55,NLD,1413,24,2,0.0,17134.873,113,72
2872,New Zealand,55,NZL,11,0,0,0.0,4822.233,77,0
2873,Nigeria,55,NGA,2,0,1,0.0,206139.587,22,0
2874,North Macedonia,55,MKD,24,0,1,0.0,2083.38,93,0
2875,Norway,55,NOR,1348,3,1,0.0,5421.242,124,63
2876,Oman,55,OMN,24,0,9,0.0,5106.622,84,0
2877,Pakistan,55,PAK,184,1,2,0.0,220892.331,67,15
2878,Palestine,55,PSE,39,0,0,0.0,5101.416,89,0
2879,Panama,55,PAN,69,1,0,0.0,4314.768,96,54
2880,Paraguay,55,PRY,8,0,0,0.0,7132.53,70,0
2881,Peru,55,PER,86,0,1,0.0,32971.846,78,0
2882,Philippines,55,PHL,142,12,5,0.0,109581.085,71,46
2883,Poland,55,POL,177,4,0,0.0,37846.605,84,46
2884,Portugal,55,PRT,331,1,3,0.0,10196.707,103,45
2885,Puerto Rico,55,PRI,5,0,0,0.0,2860.84,74,0
2886,Qatar,55,QAT,439,0,4,0.0,2881.06,119,0
2887,Reunion,55,REU,9,0,0,0.0,895.308,92,0
2888,Romania,55,ROU,168,0,9,0.0,19237.682,90,0
2889,Russia,55,RUS,93,0,8,0.0,145934.46,64,0
2890,Rwanda,55,RWA,7,0,0,0.0,12952.209,62,0
2891,Saint Lucia,55,LCA,2,0,0,0.0,183.629,92,0
2892,Saint Martin,55,MAF,2,0,0,0.0,,0,0
2893,San Marino,55,SMR,109,7,4,0.0,33.938,149,122
2894,Saudi Arabia,55,SAU,133,0,6,0.0,34813.867,82,0
2895,Senegal,55,SEN,27,0,2,0.0,16743.93,73,0
2896,Serbia,55,SRB,57,0,1,0.0,8737.37,87,0
2897,Seychelles,55,SYC,3,0,0,0.0,98.34,103,0
2898,Singapore,55,SGP,243,0,109,0.0,5850.343,106,0
2899,Slovakia,55,SVK,72,0,0,0.0,5459.643,94,0
2900,Slovenia,55,SVN,253,1,0,0.0,2078.932,117,61
2901,Somalia,55,SOM,1,0,0,0.0,15893.219,41,0
2902,South Africa,55,ZAF,64,0,0,0.0,59308.69,69,0
2903,South Korea,55,KOR,8320,81,1401,0.0,51269.183,119,73
2904,Spain,55,ESP,9942,342,530,0.0,46754.783,122,88
2905,Sri Lanka,55,LKA,28,0,1,0.0,21413.25,71,0
2906,St. Barth,55,BLM,3,0,0,0.0,,0,0
2907,St. Vincent Grenadines,55,VCT,1,0,0,0.0,110.947,91,0
2908,Sudan,55,SDN,1,1,0,0.0,43849.269,31,31
2909,Suriname,55,SUR,1,0,0,0.0,586.634,74,0
2910,Sweden,55,SWE,1121,7,1,0.0,10099.27,116,65
2911,Switzerland,55,CHE,2353,19,4,0.0,8654.618,125,76
2912,Taiwan,55,TWN,67,1,20,0.0,23816.775,79,37
2913,Tanzania,55,TZA,1,0,0,0.0,59734.213,28,0
2914,Thailand,55,THA,147,1,35,0.0,69799.978,76,26
2915,Togo,55,TGO,1,0,0,0.0,8278.737,47,0
2916,Trinidad and Tobago,55,TTO,4,0,0,0.0,1399.491,79,0
2917,Tunisia,55,TUN,20,0,0,0.0,11818.618,74,0
2918,Turkey,55,TUR,47,0,0,0.0,84339.067,63,0
2919,U.S. Virgin Islands,55,VIR,1,0,0,0.0,104.423,91,0
