,Country/Region,Days_since_start,iso_alpha,Confirmed,Deaths,Recovered,Suspected,Population,Rate,Death Rate
0,China,0,CHN,327,6,0,169.0,1439323.774,54,14
1,Japan,0,JPN,1,0,0,0.0,126476.458,20,0
2,South Korea,0,KOR,1,0,0,0.0,51269.183,29,0
3,Thailand,0,THA,2,0,0,0.0,69799.978,33,0
4,US,0,USA,1,0,0,0.0,331002.647,11,0
5,China,1,CHN,549,17,0,137.0,1439323.774,59,24
6,Japan,1,JPN,2,0,0,0.0,126476.458,27,0
7,South Korea,1,KOR,1,0,0,0.0,51269.183,29,0
8,Thailand,1,THA,2,0,0,0.0,69799.978,33,0
9,US,1,USA,1,0,0,0.0,331002.647,11,0
10,China,2,CHN,639,18,30,67.0,1439323.774,60,25
11,Hong Kong,2,HKG,2,0,0,65.0,7496.988,55,0
12,Japan,2,JPN,2,0,0,0.0,126476.458,27,0
13,Macau,2,MAC,2,0,0,0.0,649.342,80,0
14,Singapore,2,SGP,1,0,0,0.0,5850.343,51,0
15,South Korea,2,KOR,1,0,0,0.0,51269.183,29,0
16,Taiwan,2,TWN,1,0,0,0.0,23816.775,37,0
17,Thailand,2,THA,3,0,0,0.0,69799.978,37,0
18,US,2,USA,1,0,0,0.0,331002.647,11,0
19,Vietnam,2,VNM,2,0,0,0.0,97338.583,30,0
20,China,3,CHN,916,26,36,123.0,1439323.774,64,28
21,France,3,FRA,2,0,0,0.0,65273.512,34,0
22,Hong Kong,3,HKG,2,0,0,36.0,7496.988,55,0
23,Japan,3,JPN,2,0,0,0.0,126476.458,27,0
24,Macau,3,MAC,2,0,0,0.0,649.342,80,0
25,Singapore,3,SGP,3,0,0,0.0,5850.343,62,0
26,South Korea,3,KOR,2,0,0,0.0,51269.183,36,0
27,Taiwan,3,TWN,3,0,0,0.0,23816.775,48,0
28,Thailand,3,THA,5,0,0,0.0,69799.978,42,0
29,US,3,USA,2,0,0,0.0,331002.647,17,0
30,Vietnam,3,VNM,2,0,0,0.0,97338.583,30,0
31,Australia,4,AUS,4,0,0,0.0,25499.881,50,0
32,China,4,CHN,1979,56,49,162.0,1439323.774,72,36
33,France,4,FRA,3,0,0,0.0,65273.512,38,0
34,Hong Kong,4,HKG,5,0,0,244.0,7496.988,65,0
35,Japan,4,JPN,2,0,0,0.0,126476.458,27,0
36,Macau,4,MAC,2,0,0,0.0,649.342,80,0
37,Malaysia,4,MYS,3,0,0,0.0,32365.998,45,0
38,Nepal,4,NPL,1,0,0,0.0,29136.808,35,0
39,Singapore,4,SGP,3,0,0,0.0,5850.343,62,0
40,South Korea,4,KOR,3,0,0,0.0,51269.183,40,0
41,Taiwan,4,TWN,3,0,0,0.0,23816.775,48,0
42,Thailand,4,THA,7,0,0,0.0,69799.978,46,0
43,US,4,USA,2,0,0,0.0,331002.647,17,0
44,Vietnam,4,VNM,2,0,0,0.0,97338.583,30,0
45,Australia,5,AUS,4,0,0,0.0,25499.881,50,0
46,Canada,5,CAN,1,0,0,0.0,37742.157,32,0
47,China,5,CHN,2737,80,51,0.0,1439323.774,75,40
48,France,5,FRA,3,0,0,0.0,65273.512,38,0
49,Hong Kong,5,HKG,8,0,0,0.0,7496.988,69,0
50,Japan,5,JPN,4,0,1,0.0,126476.458,34,0
51,Macau,5,MAC,6,0,0,0.0,649.342,91,0
52,Malaysia,5,MYS,4,0,0,0.0,32365.998,48,0
53,Nepal,5,NPL,1,0,0,0.0,29136.808,35,0
54,Singapore,5,SGP,4,0,0,0.0,5850.343,65,0
55,South Korea,5,KOR,3,0,0,0.0,51269.183,40,0
56,Taiwan,5,TWN,4,0,0,0.0,23816.775,51,0
57,Thailand,5,THA,8,0,2,0.0,69799.978,47,0
58,US,5,USA,5,0,0,0.0,331002.647,27,0
59,Vietnam,5,VNM,2,0,0,0.0,97338.583,30,0
60,Australia,6,AUS,5,0,0,0.0,25499.881,52,0
61,Cambodia,6,KHM,1,0,0,0.0,16718.971,40,0
62,Canada,6,CAN,1,0,0,0.0,37742.157,32,0
63,China,6,CHN,4409,106,60,0.0,1439323.774,80,42
64,France,6,FRA,3,0,0,0.0,65273.512,38,0
65,Germany,6,DEU,1,0,0,0.0,83783.945,24,0
66,Hong Kong,6,HKG,8,0,0,0.0,7496.988,69,0
67,Japan,6,JPN,4,0,1,0.0,126476.458,34,0
68,Macau,6,MAC,6,0,0,0.0,649.342,91,0
69,Malaysia,6,MYS,4,0,0,0.0,32365.998,48,0
70,Nepal,6,NPL,1,0,0,0.0,29136.808,35,0
71,Singapore,6,SGP,5,0,0,0.0,5850.343,67,0
72,South Korea,6,KOR,4,0,0,0.0,51269.183,43,0
73,Sri Lanka,6,LKA,1,0,0,0.0,21413.25,38,0
74,Taiwan,6,TWN,5,0,0,0.0,23816.775,53,0
75,Thailand,6,THA,8,0,2,0.0,69799.978,47,0
76,US,6,USA,5,0,0,0.0,331002.647,27,0
77,Vietnam,6,VNM,2,0,0,0.0,97338.583,30,0
78,Australia,7,AUS,5,0,0,0.0,25499.881,52,0
79,Cambodia,7,KHM,1,0,0,0.0,16718.971,40,0
80,Canada,7,CAN,2,0,0,0.0,37742.157,39,0
81,China,7,CHN,5970,132,104,0.0,1439323.774,83,45
82,France,7,FRA,4,0,0,0.0,65273.512,41,0
83,Germany,7,DEU,4,0,0,0.0,83783.945,38,0
84,Hong Kong,7,HKG,8,0,0,0.0,7496.988,69,0
85,Japan,7,JPN,7,0,1,0.0,126476.458,40,0
86,Macau,7,MAC,7,0,0,0.0,649.342,92,0
87,Malaysia,7,MYS,7,0,0,0.0,32365.998,53,0
88,Nepal,7,NPL,1,0,0,0.0,29136.808,35,0
89,Singapore,7,SGP,7,0,0,0.0,5850.343,70,0
90,South Korea,7,KOR,4,0,0,0.0,51269.183,43,0
91,Sri Lanka,7,LKA,1,0,0,0.0,21413.25,38,0
92,Taiwan,7,TWN,8,0,0,0.0,23816.775,58,0
93,Thailand,7,THA,14,0,5,0.0,69799.978,53,0
94,US,7,USA,5,0,0,0.0,331002.647,27,0
95,Vietnam,7,VNM,2,0,0,0.0,97338.583,30,0
96,Australia,8,AUS,7,0,0,0.0,25499.881,56,0
97,Cambodia,8,KHM,1,0,0,0.0,16718.971,40,0
98,Canada,8,CAN,3,0,0,0.0,37742.157,43,0
99,China,8,CHN,7678,170,127,0.0,1439323.774,85,47
100,Finland,8,FIN,1,0,0,0.0,5540.718,51,0
101,France,8,FRA,5,0,0,0.0,65273.512,43,0
102,Germany,8,DEU,4,0,0,0.0,83783.945,38,0
103,Hong Kong,8,HKG,10,0,0,0.0,7496.988,71,0
104,Japan,8,JPN,11,0,1,0.0,126476.458,44,0
105,Macau,8,MAC,7,0,0,0.0,649.342,92,0
106,Malaysia,8,MYS,7,0,0,0.0,32365.998,53,0
107,Nepal,8,NPL,1,0,0,0.0,29136.808,35,0
108,Singapore,8,SGP,10,0,0,0.0,5850.343,74,0
109,South Korea,8,KOR,4,0,0,0.0,51269.183,43,0
110,Sri Lanka,8,LKA,1,0,0,0.0,21413.25,38,0
111,Taiwan,8,TWN,8,0,0,0.0,23816.775,58,0
112,Thailand,8,THA,14,0,5,0.0,69799.978,53,0
113,US,8,USA,5,0,0,0.0,331002.647,27,0
114,United Arab Emirates,8,ARE,4,0,0,0.0,9890.4,60,0
115,Vietnam,8,VNM,2,0,0,0.0,97338.583,30,0
116,Australia,9,AUS,8,0,2,0.0,25499.881,57,0
117,Cambodia,9,KHM,1,0,0,0.0,16718.971,40,0
118,Canada,9,CAN,3,0,0,0.0,37742.157,43,0
119,China,9,CHN,9658,213,179,0.0,1439323.774,88,49
120,Finland,9,FIN,1,0,0,0.0,5540.718,51,0
121,France,9,FRA,5,0,0,0.0,65273.512,43,0
122,Germany,9,DEU,4,0,0,0.0,83783.945,38,0
123,Hong Kong,9,HKG,12,0,0,0.0,7496.988,73,0
124,India,9,IND,1,0,0,0.0,1380004.385,-3,0
125,Italy,9,ITA,2,0,0,0.0,60461.828,34,0
126,Japan,9,JPN,11,0,1,0.0,126476.458,44,0
127,Macau,9,MAC,7,0,0,0.0,649.342,92,0
128,Malaysia,9,MYS,8,0,0,0.0,32365.998,55,0
129,Nepal,9,NPL,1,0,0,0.0,29136.808,35,0
130,Philippines,9,PHL,1,0,0,0.0,109581.085,22,0
131,Singapore,9,SGP,10,0,0,0.0,5850.343,74,0
132,South Korea,9,KOR,6,0,0,0.0,51269.183,47,0
133,Sri Lanka,9,LKA,1,0,0,0.0,21413.25,38,0
134,Taiwan,9,TWN,9,0,0,0.0,23816.775,59,0
135,Thailand,9,THA,14,0,5,0.0,69799.978,53,0
136,US,9,USA,6,0,0,0.0,331002.647,28,0
137,United Arab Emirates,9,ARE,4,0,0,0.0,9890.4,60,0
138,Vietnam,9,VNM,2,0,0,0.0,97338.583,30,0
139,Australia,10,AUS,9,0,2,0.0,25499.881,58,0
140,Cambodia,10,KHM,1,0,0,0.0,16718.971,40,0
141,Canada,10,CAN,3,0,0,0.0,37742.157,43,0
142,China,10,CHN,11221,259,241,0.0,1439323.774,89,51
143,Finland,10,FIN,1,0,0,0.0,5540.718,51,0
144,France,10,FRA,6,0,0,0.0,65273.512,45,0
145,Germany,10,DEU,7,0,0,0.0,83783.945,44,0
146,Hong Kong,10,HKG,13,0,0,0.0,7496.988,74,0
147,India,10,IND,1,0,0,0.0,1380004.385,-3,0
148,Italy,10,ITA,2,0,0,0.0,60461.828,34,0
149,Japan,10,JPN,17,0,1,0.0,126476.458,49,0
150,Macau,10,MAC,7,0,0,0.0,649.342,92,0
151,Malaysia,10,MYS,8,0,0,0.0,32365.998,55,0
152,Nepal,10,NPL,1,0,0,0.0,29136.808,35,0
153,Philippines,10,PHL,1,0,0,0.0,109581.085,22,0
154,Russia,10,RUS,2,0,0,0.0,145934.46,26,0
155,Singapore,10,SGP,16,0,0,0.0,5850.343,79,0
156,South Korea,10,KOR,11,0,0,0.0,51269.183,53,0
157,Spain,10,ESP,1,0,0,0.0,46754.783,30,0
158,Sri Lanka,10,LKA,1,0,0,0.0,21413.25,38,0
159,Sweden,10,SWE,1,0,0,0.0,10099.27,45,0
160,Taiwan,10,TWN,10,0,0,0.0,23816.775,60,0
161,Thailand,10,THA,19,0,7,0.0,69799.978,56,0
162,UK,10,GBR,2,0,0,0.0,67886.004,33,0
163,US,10,USA,7,0,0,0.0,331002.647,30,0
164,United Arab Emirates,10,ARE,4,0,0,0.0,9890.4,60,0
165,Vietnam,10,VNM,2,0,0,0.0,97338.583,30,0
166,Australia,11,AUS,12,0,2,0.0,25499.881,61,0
167,Cambodia,11,KHM,1,0,0,0.0,16718.971,40,0
168,Canada,11,CAN,4,0,0,0.0,37742.157,46,0
169,China,11,CHN,14375,304,331,0.0,1439323.774,92,53
170,Finland,11,FIN,1,0,0,0.0,5540.718,51,0
171,France,11,FRA,6,0,0,0.0,65273.512,45,0
172,Germany,11,DEU,8,0,0,0.0,83783.945,45,0
173,Hong Kong,11,HKG,14,0,0,0.0,7496.988,75,0
174,India,11,IND,1,0,0,0.0,1380004.385,-3,0
175,Italy,11,ITA,2,0,0,0.0,60461.828,34,0
176,Japan,11,JPN,20,0,1,0.0,126476.458,50,0
177,Macau,11,MAC,7,0,0,0.0,649.342,92,0
178,Malaysia,11,MYS,8,0,0,0.0,32365.998,55,0
179,Nepal,11,NPL,1,0,0,0.0,29136.808,35,0
180,Philippines,11,PHL,2,1,0,0.0,109581.085,29,22
181,Russia,11,RUS,2,0,0,0.0,145934.46,26,0
182,Singapore,11,SGP,18,0,0,0.0,5850.343,80,0
183,South Korea,11,KOR,15,0,0,0.0,51269.183,56,0
184,Spain,11,ESP,1,0,0,0.0,46754.783,30,0
185,Sri Lanka,11,LKA,1,0,0,0.0,21413.25,38,0
186,Sweden,11,SWE,1,0,0,0.0,10099.27,45,0
187,Taiwan,11,TWN,10,0,0,0.0,23816.775,60,0
188,Thailand,11,THA,19,0,5,0.0,69799.978,56,0
189,UK,11,GBR,2,0,0,0.0,67886.004,33,0
190,US,11,USA,8,0,0,0.0,331002.647,31,0
191,United Arab Emirates,11,ARE,4,0,0,0.0,9890.4,60,0
192,Vietnam,11,VNM,6,0,1,0.0,97338.583,41,0
193,Australia,12,AUS,12,0,2,0.0,25499.881,61,0
194,Cambodia,12,KHM,1,0,0,0.0,16718.971,40,0
195,Canada,12,CAN,4,0,0,0.0,37742.157,46,0
196,China,12,CHN,17190,361,477,0.0,1439323.774,93,55
197,Finland,12,FIN,1,0,0,0.0,5540.718,51,0
198,France,12,FRA,6,0,0,0.0,65273.512,45,0
199,Germany,12,DEU,10,0,0,0.0,83783.945,47,0
200,Hong Kong,12,HKG,15,0,0,0.0,7496.988,76,0
201,India,12,IND,2,0,0,0.0,1380004.385,3,0
202,Italy,12,ITA,2,0,0,0.0,60461.828,34,0
203,Japan,12,JPN,20,0,1,0.0,126476.458,50,0
204,Macau,12,MAC,8,0,0,0.0,649.342,94,0
205,Malaysia,12,MYS,8,0,0,0.0,32365.998,55,0
206,Nepal,12,NPL,1,0,0,0.0,29136.808,35,0
207,Philippines,12,PHL,2,1,0,0.0,109581.085,29,22
208,Russia,12,RUS,2,0,0,0.0,145934.46,26,0
209,Singapore,12,SGP,18,0,0,0.0,5850.343,80,0
210,South Korea,12,KOR,15,0,0,0.0,51269.183,56,0
211,Spain,12,ESP,1,0,0,0.0,46754.783,30,0
212,Sri Lanka,12,LKA,1,0,0,0.0,21413.25,38,0
213,Sweden,12,SWE,1,0,0,0.0,10099.27,45,0
214,Taiwan,12,TWN,10,0,0,0.0,23816.775,60,0
215,Thailand,12,THA,19,0,7,0.0,69799.978,56,0
216,UK,12,GBR,2,0,0,0.0,67886.004,33,0
217,US,12,USA,9,0,0,0.0,331002.647,33,0
218,United Arab Emirates,12,ARE,5,0,0,0.0,9890.4,62,0
219,Vietnam,12,VNM,6,0,1,0.0,97338.583,41,0
220,Australia,13,AUS,12,0,3,0.0,25499.881,61,0
221,Cambodia,13,KHM,1,0,0,0.0,16718.971,40,0
222,Canada,13,CAN,4,0,0,0.0,37742.157,46,0
223,China,13,CHN,20014,425,624,0.0,1439323.774,95,56
224,Finland,13,FIN,1,0,0,0.0,5540.718,51,0
225,France,13,FRA,6,0,0,0.0,65273.512,45,0
226,Germany,13,DEU,12,0,0,0.0,83783.945,49,0
227,Hong Kong,13,HKG,15,0,0,0.0,7496.988,76,0
228,India,13,IND,3,0,0,0.0,1380004.385,7,0
229,Italy,13,ITA,2,0,0,0.0,60461.828,34,0
230,Japan,13,JPN,20,0,1,0.0,126476.458,50,0
231,Macau,13,MAC,8,0,0,0.0,649.342,94,0
232,Malaysia,13,MYS,8,0,0,0.0,32365.998,55,0
233,Nepal,13,NPL,1,0,0,0.0,29136.808,35,0
234,Philippines,13,PHL,2,1,0,0.0,109581.085,29,22
235,Russia,13,RUS,2,0,0,0.0,145934.46,26,0
236,Singapore,13,SGP,18,0,0,0.0,5850.343,80,0
237,South Korea,13,KOR,15,0,0,0.0,51269.183,56,0
238,Spain,13,ESP,1,0,0,0.0,46754.783,30,0
239,Sri Lanka,13,LKA,1,0,1,0.0,21413.25,38,0
240,Sweden,13,SWE,1,0,0,0.0,10099.27,45,0
241,Taiwan,13,TWN,10,0,0,0.0,23816.775,60,0
242,Thailand,13,THA,19,0,7,0.0,69799.978,56,0
243,UK,13,GBR,2,0,0,0.0,67886.004,33,0
244,US,13,USA,9,0,0,0.0,331002.647,33,0
245,United Arab Emirates,13,ARE,5,0,0,0.0,9890.4,62,0
246,Vietnam,13,VNM,8,0,1,0.0,97338.583,44,0
247,Australia,14,AUS,13,0,3,0.0,25499.881,62,0
248,Belgium,14,BEL,1,0,0,0.0,11589.616,44,0
249,Cambodia,14,KHM,1,0,0,0.0,16718.971,40,0
250,Canada,14,CAN,4,0,0,0.0,37742.157,46,0
251,China,14,CHN,23858,490,882,0.0,1439323.774,97,58
252,Finland,14,FIN,1,0,0,0.0,5540.718,51,0
253,France,14,FRA,6,0,0,0.0,65273.512,45,0
254,Germany,14,DEU,12,0,0,0.0,83783.945,49,0
255,Hong Kong,14,HKG,17,1,0,0.0,7496.988,77,48
256,India,14,IND,3,0,0,0.0,1380004.385,7,0
257,Italy,14,ITA,2,0,0,0.0,60461.828,34,0
258,Japan,14,JPN,22,0,1,0.0,126476.458,51,0
259,Macau,14,MAC,10,0,0,0.0,649.342,96,0
260,Malaysia,14,MYS,10,0,0,0.0,32365.998,57,0
261,Nepal,14,NPL,1,0,0,0.0,29136.808,35,0
262,Philippines,14,PHL,2,1,0,0.0,109581.085,29,22
263,Russia,14,RUS,2,0,0,0.0,145934.46,26,0
264,Singapore,14,SGP,24,0,1,0.0,5850.343,83,0
265,South Korea,14,KOR,16,0,0,0.0,51269.183,57,0
266,Spain,14,ESP,1,0,0,0.0,46754.783,30,0
267,Sri Lanka,14,LKA,1,0,1,0.0,21413.25,38,0
268,Sweden,14,SWE,1,0,0,0.0,10099.27,45,0
269,Taiwan,14,TWN,11,0,0,0.0,23816.775,61,0
270,Thailand,14,THA,25,0,8,0.0,69799.978,58,0
271,UK,14,GBR,2,0,0,0.0,67886.004,33,0
272,US,14,USA,11,0,0,0.0,331002.647,35,0
273,United Arab Emirates,14,ARE,5,0,0,0.0,9890.4,62,0
274,Vietnam,14,VNM,10,0,3,0.0,97338.583,46,0
275,Australia,15,AUS,14,0,3,0.0,25499.881,63,0
276,Belgium,15,BEL,1,0,0,0.0,11589.616,44,0
277,Cambodia,15,KHM,1,0,0,0.0,16718.971,40,0
278,Canada,15,CAN,5,0,0,0.0,37742.157,48,0
279,China,15,CHN,28017,563,1189,0.0,1439323.774,98,59
280,Finland,15,FIN,1,0,1,0.0,5540.718,51,0
281,France,15,FRA,6,0,0,0.0,65273.512,45,0
282,Germany,15,DEU,12,0,0,0.0,83783.945,49,0
283,Hong Kong,15,HKG,21,1,0,0.0,7496.988,79,48
284,India,15,IND,3,0,0,0.0,1380004.385,7,0
285,Italy,15,ITA,2,0,0,0.0,60461.828,34,0
286,Macau,15,MAC,10,0,0,0.0,649.342,96,0
287,Malaysia,15,MYS,12,0,1,0.0,32365.998,59,0
288,Nepal,15,NPL,1,0,0,0.0,29136.808,35,0
289,Philippines,15,PHL,3,1,0,0.0,109581.085,33,22
290,Russia,15,RUS,2,0,0,0.0,145934.46,26,0
291,Singapore,15,SGP,28,0,1,0.0,5850.343,84,0
292,South Korea,15,KOR,23,0,1,0.0,51269.183,61,0
293,Spain,15,ESP,1,0,0,0.0,46754.783,30,0
294,Sri Lanka,15,LKA,1,0,1,0.0,21413.25,38,0
295,Sweden,15,SWE,1,0,0,0.0,10099.27,45,0
296,Taiwan,15,TWN,11,0,0,0.0,23816.775,61,0
297,Thailand,15,THA,25,0,8,0.0,69799.978,58,0
298,UK,15,GBR,2,0,0,0.0,67886.004,33,0
299,US,15,USA,12,0,0,0.0,331002.647,35,0
300,United Arab Emirates,15,ARE,5,0,0,0.0,9890.4,62,0
301,Vietnam,15,VNM,10,0,3,0.0,97338.583,46,0
302,Australia,16,AUS,15,0,3,0.0,25499.881,63,0
303,Belgium,16,BEL,1,0,0,0.0,11589.616,44,0
304,Cambodia,16,KHM,1,0,0,0.0,16718.971,40,0
305,Canada,16,CAN,7,0,0,0.0,37742.157,52,0
306,China,16,CHN,31130,636,1537,0.0,1439323.774,99,60
307,Finland,16,FIN,1,0,1,0.0,5540.718,51,0
308,France,16,FRA,6,0,0,0.0,65273.512,45,0
309,Germany,16,DEU,13,0,0,0.0,83783.945,50,0
310,Hong Kong,16,HKG,24,1,0,0.0,7496.988,80,48
311,India,16,IND,3,0,0,0.0,1380004.385,7,0
312,Italy,16,ITA,3,0,0,0.0,60461.828,39,0
313,Japan,16,JPN,131,0,2,0.0,126476.458,69,0
314,Macau,16,MAC,10,0,1,0.0,649.342,96,0
315,Malaysia,16,MYS,14,0,1,0.0,32365.998,60,0
316,Nepal,16,NPL,1,0,0,0.0,29136.808,35,0
317,Philippines,16,PHL,3,1,0,0.0,109581.085,33,22
318,Russia,16,RUS,2,0,0,0.0,145934.46,26,0
319,Singapore,16,SGP,30,0,1,0.0,5850.343,85,0
320,South Korea,16,KOR,24,0,1,0.0,51269.183,61,0
321,Spain,16,ESP,1,0,0,0.0,46754.783,30,0
322,Sri Lanka,16,LKA,1,0,1,0.0,21413.25,38,0
323,Sweden,16,SWE,1,0,0,0.0,10099.27,45,0
324,Taiwan,16,TWN,16,0,1,0.0,23816.775,65,0
325,Thailand,16,THA,25,0,8,0.0,69799.978,58,0
326,UK,16,GBR,3,0,0,0.0,67886.004,37,0
327,US,16,USA,12,0,0,0.0,331002.647,35,0
328,United Arab Emirates,16,ARE,5,0,0,0.0,9890.4,62,0
329,Vietnam,16,VNM,12,0,3,0.0,97338.583,48,0
330,Australia,17,AUS,15,0,3,0.0,25499.881,63,0
331,Belgium,17,BEL,1,0,0,0.0,11589.616,44,0
332,Cambodia,17,KHM,1,0,1,0.0,16718.971,40,0
333,Canada,17,CAN,7,0,0,0.0,37742.157,52,0
334,China,17,CHN,34569,722,2062,0.0,1439323.774,100,62
335,Finland,17,FIN,1,0,1,0.0,5540.718,51,0
336,France,17,FRA,6,0,0,0.0,65273.512,45,0
337,Germany,17,DEU,14,0,0,0.0,83783.945,51,0
338,Hong Kong,17,HKG,26,1,0,0.0,7496.988,81,48
339,India,17,IND,3,0,0,0.0,1380004.385,7,0
340,Italy,17,ITA,3,0,0,0.0,60461.828,39,0
341,Japan,17,JPN,89,0,4,0.0,126476.458,65,0
342,Macau,17,MAC,10,0,1,0.0,649.342,96,0
343,Malaysia,17,MYS,15,0,1,0.0,32365.998,61,0
344,Nepal,17,NPL,1,0,0,0.0,29136.808,35,0
345,Philippines,17,PHL,3,1,0,0.0,109581.085,33,22
346,Russia,17,RUS,2,0,0,0.0,145934.46,26,0
347,Singapore,17,SGP,33,0,2,0.0,5850.343,86,0
348,South Korea,17,KOR,24,0,2,0.0,51269.183,61,0
349,Spain,17,ESP,1,0,0,0.0,46754.783,30,0
350,Sri Lanka,17,LKA,1,0,1,0.0,21413.25,38,0
351,Sweden,17,SWE,1,0,0,0.0,10099.27,45,0
352,Taiwan,17,TWN,16,0,1,0.0,23816.775,65,0
353,Thailand,17,THA,25,0,9,0.0,69799.978,58,0
354,UK,17,GBR,3,0,0,0.0,67886.004,37,0
355,US,17,USA,12,0,2,0.0,331002.647,35,0
356,United Arab Emirates,17,ARE,7,0,0,0.0,9890.4,65,0
357,Vietnam,17,VNM,12,0,3,0.0,97338.583,48,0
358,Australia,18,AUS,15,0,5,0.0,25499.881,63,0
359,Belgium,18,BEL,1,0,0,0.0,11589.616,44,0
360,Cambodia,18,KHM,1,0,1,0.0,16718.971,40,0
361,Canada,18,CAN,7,0,0,0.0,37742.157,52,0
362,China,18,CHN,37174,811,2673,0.0,1439323.774,101,63
363,Finland,18,FIN,1,0,1,0.0,5540.718,51,0
364,France,18,FRA,11,0,0,0.0,65273.512,51,0
365,Germany,18,DEU,14,0,0,0.0,83783.945,51,0
366,Hong Kong,18,HKG,26,1,0,0.0,7496.988,81,48
367,India,18,IND,3,0,0,0.0,1380004.385,7,0
368,Italy,18,ITA,3,0,0,0.0,60461.828,39,0
369,Japan,18,JPN,89,0,4,0.0,126476.458,65,0
370,Macau,18,MAC,10,0,1,0.0,649.342,96,0
371,Malaysia,18,MYS,16,0,1,0.0,32365.998,62,0
372,Nepal,18,NPL,1,0,0,0.0,29136.808,35,0
373,Philippines,18,PHL,3,1,0,0.0,109581.085,33,22
374,Russia,18,RUS,2,0,0,0.0,145934.46,26,0
375,Singapore,18,SGP,40,0,2,0.0,5850.343,88,0
376,South Korea,18,KOR,25,0,2,0.0,51269.183,61,0
377,Spain,18,ESP,1,0,0,0.0,46754.783,30,0
378,Sri Lanka,18,LKA,1,0,1,0.0,21413.25,38,0
379,Sweden,18,SWE,1,0,0,0.0,10099.27,45,0
380,Taiwan,18,TWN,17,0,1,0.0,23816.775,65,0
381,Thailand,18,THA,32,0,10,0.0,69799.978,61,0
382,UK,18,GBR,3,0,0,0.0,67886.004,37,0
383,US,18,USA,12,0,2,0.0,331002.647,35,0
384,United Arab Emirates,18,ARE,7,0,0,0.0,9890.4,65,0
385,Vietnam,18,VNM,13,0,3,0.0,97338.583,48,0
386,Australia,19,AUS,15,0,5,0.0,25499.881,63,0
387,Belgium,19,BEL,1,0,0,0.0,11589.616,44,0
388,Cambodia,19,KHM,1,0,1,0.0,16718.971,40,0
389,Canada,19,CAN,7,0,0,0.0,37742.157,52,0
390,China,19,CHN,40160,908,3328,0.0,1439323.774,102,64
391,Finland,19,FIN,1,0,1,0.0,5540.718,51,0
392,France,19,FRA,11,0,0,0.0,65273.512,51,0
393,Germany,19,DEU,14,0,0,0.0,83783.945,51,0
394,Hong Kong,19,HKG,36,1,0,0.0,7496.988,84,48
395,India,19,IND,3,0,0,0.0,1380004.385,7,0
396,Italy,19,ITA,3,0,0,0.0,60461.828,39,0
397,Japan,19,JPN,96,0,4,0.0,126476.458,66,0
398,Macau,19,MAC,10,0,1,0.0,649.342,96,0
399,Malaysia,19,MYS,17,0,3,0.0,32365.998,62,0
400,Nepal,19,NPL,1,0,0,0.0,29136.808,35,0
401,Philippines,19,PHL,3,1,2,0.0,109581.085,33,22
402,Russia,19,RUS,2,0,0,0.0,145934.46,26,0
403,Singapore,19,SGP,43,0,6,0.0,5850.343,89,0
404,South Korea,19,KOR,27,0,3,0.0,51269.183,62,0
405,Spain,19,ESP,2,0,0,0.0,46754.783,37,0
406,Sri Lanka,19,LKA,1,0,1,0.0,21413.25,38,0
407,Sweden,19,SWE,1,0,0,0.0,10099.27,45,0
408,Taiwan,19,TWN,18,0,1,0.0,23816.775,66,0
409,Thailand,19,THA,32,0,10,0.0,69799.978,61,0
410,UK,19,GBR,4,0,0,0.0,67886.004,40,0
411,US,19,USA,12,0,2,0.0,331002.647,35,0
412,United Arab Emirates,19,ARE,7,0,0,0.0,9890.4,65,0
413,Vietnam,19,VNM,14,0,3,0.0,97338.583,49,0
414,Australia,20,AUS,15,0,5,0.0,25499.881,63,0
415,Belgium,20,BEL,1,0,0,0.0,11589.616,44,0
416,Cambodia,20,KHM,1,0,1,0.0,16718.971,40,0
417,Canada,20,CAN,7,0,0,0.0,37742.157,52,0
418,China,20,CHN,42644,1015,4014,0.0,1439323.774,102,65
419,Finland,20,FIN,1,0,1,0.0,5540.718,51,0
420,France,20,FRA,11,0,0,0.0,65273.512,51,0
421,Germany,20,DEU,14,0,0,0.0,83783.945,51,0
422,Hong Kong,20,HKG,42,1,0,0.0,7496.988,86,48
423,India,20,IND,3,0,0,0.0,1380004.385,7,0
424,Italy,20,ITA,3,0,0,0.0,60461.828,39,0
425,Japan,20,JPN,161,0,9,0.0,126476.458,71,0
426,Macau,20,MAC,10,0,1,0.0,649.342,96,0
427,Malaysia,20,MYS,18,0,3,0.0,32365.998,63,0
428,Nepal,20,NPL,1,0,0,0.0,29136.808,35,0
429,Philippines,20,PHL,3,1,2,0.0,109581.085,33,22
430,Russia,20,RUS,2,0,0,0.0,145934.46,26,0
431,Singapore,20,SGP,45,0,7,0.0,5850.343,89,0
432,South Korea,20,KOR,28,0,3,0.0,51269.183,63,0
433,Spain,20,ESP,2,0,0,0.0,46754.783,37,0
434,Sri Lanka,20,LKA,1,0,1,0.0,21413.25,38,0
435,Sweden,20,SWE,1,0,0,0.0,10099.27,45,0
436,Taiwan,20,TWN,18,0,1,0.0,23816.775,66,0
437,Thailand,20,THA,32,0,10,0.0,69799.978,61,0
438,UK,20,GBR,8,0,0,0.0,67886.004,47,0
439,US,20,USA,13,0,2,0.0,331002.647,36,0
440,United Arab Emirates,20,ARE,8,0,0,0.0,9890.4,66,0
